wind_label,phase,t_s,true_wind_north_m_s,true_wind_east_m_s,wind_est_north,wind_est_east,accel_n_m_s2,accel_e_m_s2,actual_north_m,actual_east_m,pos_error_m,roll_deg,pitch_deg
default_gust,correction_off,0.00,2.000,5.000,0.00,0.00,0.000,0.000,0.039,0.283,0.275,1.45,3.99
default_gust,correction_off,0.05,2.063,5.157,0.00,0.00,0.000,0.000,0.039,0.283,0.275,1.45,3.99
default_gust,correction_off,0.10,2.125,5.314,0.00,0.00,0.000,0.000,0.041,0.285,0.277,1.47,3.98
default_gust,correction_off,0.15,2.188,5.469,0.00,0.00,0.000,0.000,0.041,0.285,0.278,1.48,3.96
default_gust,correction_off,0.20,2.249,5.624,0.00,0.00,0.000,0.000,0.043,0.286,0.279,1.50,3.95
default_gust,correction_off,0.25,2.311,5.776,0.00,0.00,0.000,0.000,0.043,0.286,0.280,1.51,3.93
default_gust,correction_off,0.30,2.371,5.927,0.00,0.00,0.000,0.000,0.044,0.286,0.279,1.51,3.91
default_gust,correction_off,0.35,2.430,6.075,0.00,0.00,0.000,0.000,0.045,0.285,0.279,1.52,3.89
default_gust,correction_off,0.40,2.488,6.220,0.00,0.00,0.000,0.000,0.045,0.283,0.277,1.52,3.86
default_gust,correction_off,0.45,2.545,6.362,0.00,0.00,0.000,0.000,0.045,0.282,0.276,1.53,3.84
default_gust,correction_off,0.50,2.600,6.500,0.00,0.00,0.000,0.000,0.044,0.280,0.274,1.52,3.80
default_gust,correction_off,0.55,2.654,6.634,0.00,0.00,0.000,0.000,0.043,0.279,0.272,1.52,3.77
default_gust,correction_off,0.60,2.705,6.763,0.00,0.00,0.000,0.000,0.042,0.276,0.269,1.51,3.74
default_gust,correction_off,0.65,2.755,6.888,0.00,0.00,0.000,0.000,0.041,0.274,0.268,1.49,3.71
default_gust,correction_off,0.70,2.803,7.007,0.00,0.00,0.000,0.000,0.039,0.272,0.264,1.47,3.67
default_gust,correction_off,0.75,2.849,7.121,0.00,0.00,0.000,0.000,0.038,0.270,0.263,1.45,3.64
default_gust,correction_off,0.80,2.892,7.229,0.00,0.00,0.000,0.000,0.035,0.267,0.259,1.43,3.62
default_gust,correction_off,0.85,2.933,7.331,0.00,0.00,0.000,0.000,0.034,0.265,0.257,1.41,3.59
default_gust,correction_off,0.90,2.971,7.427,0.00,0.00,0.000,0.000,0.031,0.261,0.252,1.38,3.57
default_gust,correction_off,0.95,3.006,7.516,0.00,0.00,0.000,0.000,0.029,0.260,0.250,1.35,3.55
default_gust,correction_off,1.00,3.039,7.598,0.00,0.00,0.000,0.000,0.079,0.259,0.266,2.61,5.32
default_gust,correction_off,1.05,3.069,7.673,0.00,0.00,0.000,0.000,0.079,0.259,0.266,2.61,5.32
default_gust,correction_off,1.10,3.096,7.741,0.00,0.00,0.000,0.000,0.078,0.260,0.266,2.60,5.34
default_gust,correction_off,1.15,3.120,7.801,0.00,0.00,0.000,0.000,0.076,0.261,0.267,2.59,5.36
default_gust,correction_off,1.20,3.141,7.853,0.00,0.00,0.000,0.000,0.076,0.261,0.267,2.58,5.37
default_gust,correction_off,1.25,3.159,7.898,0.00,0.00,0.000,0.000,0.074,0.261,0.266,2.58,5.38
default_gust,correction_off,1.30,3.174,7.934,0.00,0.00,0.000,0.000,0.074,0.261,0.266,2.58,5.39
default_gust,correction_off,1.35,3.185,7.963,0.00,0.00,0.000,0.000,0.074,0.261,0.266,2.58,5.38
default_gust,correction_off,1.40,3.193,7.984,0.00,0.00,0.000,0.000,0.073,0.261,0.266,2.59,5.38
default_gust,correction_off,1.45,3.198,7.996,0.00,0.00,0.000,0.000,0.073,0.260,0.264,2.61,5.37
default_gust,correction_off,1.50,3.200,8.000,0.00,0.00,0.000,0.000,0.073,0.259,0.264,2.62,5.36
default_gust,correction_off,1.55,3.198,7.996,0.00,0.00,0.000,0.000,0.073,0.257,0.262,2.64,5.34
default_gust,correction_off,1.60,3.193,7.984,0.00,0.00,0.000,0.000,0.072,0.256,0.261,2.66,5.32
default_gust,correction_off,1.65,3.185,7.963,0.00,0.00,0.000,0.000,0.072,0.254,0.259,2.68,5.30
default_gust,correction_off,1.70,3.174,7.934,0.00,0.00,0.000,0.000,0.072,0.253,0.258,2.69,5.28
default_gust,correction_off,1.75,3.159,7.898,0.00,0.00,0.000,0.000,0.072,0.250,0.255,2.71,5.26
default_gust,correction_off,1.80,3.141,7.853,0.00,0.00,0.000,0.000,0.072,0.248,0.253,2.73,5.23
default_gust,correction_off,1.85,3.120,7.801,0.00,0.00,0.000,0.000,0.072,0.244,0.249,2.74,5.21
default_gust,correction_off,1.90,3.096,7.741,0.00,0.00,0.000,0.000,0.072,0.242,0.247,2.75,5.18
default_gust,correction_off,1.95,3.069,7.673,0.00,0.00,0.000,0.000,0.071,0.237,0.243,2.77,5.15
default_gust,correction_off,2.00,3.039,7.598,0.00,0.00,0.000,0.000,0.038,0.110,0.116,3.05,4.68
default_gust,correction_off,2.05,3.006,7.516,0.00,0.00,0.000,0.000,0.038,0.110,0.116,3.05,4.68
default_gust,correction_off,2.10,2.971,7.427,0.00,0.00,0.000,0.000,0.036,0.108,0.113,3.06,4.68
default_gust,correction_off,2.15,2.933,7.331,0.00,0.00,0.000,0.000,0.035,0.107,0.112,3.05,4.69
default_gust,correction_off,2.20,2.892,7.229,0.00,0.00,0.000,0.000,0.033,0.105,0.109,3.05,4.69
default_gust,correction_off,2.25,2.849,7.121,0.00,0.00,0.000,0.000,0.032,0.104,0.108,3.04,4.70
default_gust,correction_off,2.30,2.803,7.007,0.00,0.00,0.000,0.000,0.030,0.102,0.104,3.04,4.70
default_gust,correction_off,2.35,2.755,6.888,0.00,0.00,0.000,0.000,0.029,0.101,0.103,3.03,4.70
default_gust,correction_off,2.40,2.705,6.763,0.00,0.00,0.000,0.000,0.027,0.099,0.100,3.01,4.70
default_gust,correction_off,2.45,2.654,6.634,0.00,0.00,0.000,0.000,0.026,0.098,0.099,3.00,4.70
default_gust,correction_off,2.50,2.600,6.500,0.00,0.00,0.000,0.000,0.024,0.096,0.096,2.99,4.70
default_gust,correction_off,2.55,2.545,6.362,0.00,0.00,0.000,0.000,0.024,0.095,0.095,2.98,4.69
default_gust,correction_off,2.60,2.488,6.220,0.00,0.00,0.000,0.000,0.023,0.093,0.093,2.97,4.69
default_gust,correction_off,2.65,2.430,6.075,0.00,0.00,0.000,0.000,0.022,0.093,0.093,2.97,4.69
default_gust,correction_off,2.70,2.371,5.927,0.00,0.00,0.000,0.000,0.022,0.091,0.091,2.97,4.69
default_gust,correction_off,2.75,2.311,5.776,0.00,0.00,0.000,0.000,0.022,0.090,0.091,2.97,4.69
default_gust,correction_off,2.80,2.249,5.624,0.00,0.00,0.000,0.000,0.023,0.089,0.090,2.98,4.69
default_gust,correction_off,2.85,2.188,5.469,0.00,0.00,0.000,0.000,0.023,0.088,0.089,3.00,4.69
default_gust,correction_off,2.90,2.125,5.314,0.00,0.00,0.000,0.000,0.024,0.087,0.089,3.02,4.69
default_gust,correction_off,2.95,2.063,5.157,0.00,0.00,0.000,0.000,0.025,0.086,0.089,3.04,4.69
default_gust,correction_off,3.00,2.000,5.000,0.00,0.00,0.000,0.000,-0.085,-0.077,0.109,1.84,2.84
default_gust,correction_off,3.05,1.937,4.843,0.00,0.00,0.000,0.000,-0.085,-0.077,0.109,1.84,2.84
default_gust,correction_off,3.10,1.875,4.686,0.00,0.00,0.000,0.000,-0.087,-0.078,0.110,1.82,2.84
default_gust,correction_off,3.15,1.812,4.531,0.00,0.00,0.000,0.000,-0.090,-0.078,0.112,1.81,2.84
default_gust,correction_off,3.20,1.751,4.376,0.00,0.00,0.000,0.000,-0.091,-0.079,0.113,1.81,2.84
default_gust,correction_off,3.25,1.689,4.224,0.00,0.00,0.000,0.000,-0.093,-0.078,0.114,1.81,2.85
default_gust,correction_off,3.30,1.629,4.073,0.00,0.00,0.000,0.000,-0.094,-0.078,0.114,1.81,2.86
default_gust,correction_off,3.35,1.570,3.925,0.00,0.00,0.000,0.000,-0.095,-0.077,0.113,1.82,2.87
default_gust,correction_off,3.40,1.512,3.780,0.00,0.00,0.000,0.000,-0.095,-0.076,0.113,1.84,2.88
default_gust,correction_off,3.45,1.455,3.638,0.00,0.00,0.000,0.000,-0.096,-0.074,0.112,1.87,2.89
default_gust,correction_off,3.50,1.400,3.500,0.00,0.00,0.000,0.000,-0.097,-0.073,0.111,1.89,2.91
default_gust,correction_off,3.55,1.346,3.366,0.00,0.00,0.000,0.000,-0.097,-0.071,0.110,1.91,2.93
default_gust,correction_off,3.60,1.295,3.237,0.00,0.00,0.000,0.000,-0.097,-0.070,0.109,1.94,2.96
default_gust,correction_off,3.65,1.245,3.112,0.00,0.00,0.000,0.000,-0.097,-0.068,0.108,1.96,2.98
default_gust,correction_off,3.70,1.197,2.993,0.00,0.00,0.000,0.000,-0.097,-0.067,0.107,1.99,3.00
default_gust,correction_off,3.75,1.151,2.879,0.00,0.00,0.000,0.000,-0.096,-0.066,0.105,2.01,3.02
default_gust,correction_off,3.80,1.108,2.771,0.00,0.00,0.000,0.000,-0.095,-0.065,0.104,2.04,3.03
default_gust,correction_off,3.85,1.067,2.669,0.00,0.00,0.000,0.000,-0.094,-0.063,0.102,2.06,3.05
default_gust,correction_off,3.90,1.029,2.573,0.00,0.00,0.000,0.000,-0.093,-0.062,0.101,2.09,3.05
default_gust,correction_off,3.95,0.994,2.484,0.00,0.00,0.000,0.000,-0.091,-0.061,0.099,2.11,3.06
default_gust,correction_off,4.00,0.961,2.402,0.00,0.00,0.000,0.000,-0.095,-0.156,0.184,1.26,1.04
default_gust,correction_off,4.05,0.931,2.327,0.00,0.00,0.000,0.000,-0.095,-0.156,0.184,1.26,1.04
default_gust,correction_off,4.10,0.904,2.259,0.00,0.00,0.000,0.000,-0.094,-0.156,0.184,1.28,1.04
default_gust,correction_off,4.15,0.880,2.199,0.00,0.00,0.000,0.000,-0.093,-0.156,0.184,1.29,1.05
default_gust,correction_off,4.20,0.859,2.147,0.00,0.00,0.000,0.000,-0.092,-0.156,0.183,1.31,1.07
default_gust,correction_off,4.25,0.841,2.102,0.00,0.00,0.000,0.000,-0.092,-0.156,0.183,1.32,1.08
default_gust,correction_off,4.30,0.826,2.066,0.00,0.00,0.000,0.000,-0.092,-0.156,0.183,1.33,1.10
default_gust,correction_off,4.35,0.815,2.037,0.00,0.00,0.000,0.000,-0.092,-0.156,0.183,1.34,1.11
default_gust,correction_off,4.40,0.807,2.016,0.00,0.00,0.000,0.000,-0.093,-0.155,0.183,1.34,1.13
default_gust,correction_off,4.45,0.802,2.004,0.00,0.00,0.000,0.000,-0.093,-0.155,0.183,1.34,1.14
default_gust,correction_off,4.50,0.800,2.000,0.00,0.00,0.000,0.000,-0.095,-0.155,0.183,1.33,1.16
default_gust,correction_off,4.55,0.802,2.004,0.00,0.00,0.000,0.000,-0.096,-0.155,0.183,1.31,1.17
default_gust,correction_off,4.60,0.807,2.016,0.00,0.00,0.000,0.000,-0.098,-0.155,0.184,1.29,1.18
default_gust,correction_off,4.65,0.815,2.037,0.00,0.00,0.000,0.000,-0.100,-0.154,0.184,1.27,1.19
default_gust,correction_off,4.70,0.826,2.066,0.00,0.00,0.000,0.000,-0.103,-0.154,0.185,1.24,1.20
default_gust,correction_off,4.75,0.841,2.102,0.00,0.00,0.000,0.000,-0.104,-0.153,0.185,1.20,1.20
default_gust,correction_off,4.80,0.859,2.147,0.00,0.00,0.000,0.000,-0.107,-0.152,0.185,1.16,1.21
default_gust,correction_off,4.85,0.880,2.199,0.00,0.00,0.000,0.000,-0.108,-0.152,0.185,1.13,1.22
default_gust,correction_off,4.90,0.904,2.259,0.00,0.00,0.000,0.000,-0.110,-0.150,0.185,1.08,1.22
default_gust,correction_off,4.95,0.931,2.327,0.00,0.00,0.000,0.000,-0.111,-0.149,0.185,1.06,1.23
default_gust,correction_off,5.00,0.961,2.402,0.00,0.00,0.000,0.000,-0.066,-0.058,0.082,1.20,1.32
default_gust,correction_off,5.05,0.994,2.484,0.00,0.00,0.000,0.000,-0.066,-0.058,0.082,1.20,1.32
default_gust,correction_off,5.10,1.029,2.573,0.00,0.00,0.000,0.000,-0.064,-0.058,0.082,1.21,1.31
default_gust,correction_off,5.15,1.067,2.669,0.00,0.00,0.000,0.000,-0.061,-0.058,0.080,1.23,1.30
default_gust,correction_off,5.20,1.108,2.771,0.00,0.00,0.000,0.000,-0.059,-0.057,0.079,1.24,1.29
default_gust,correction_off,5.25,1.151,2.879,0.00,0.00,0.000,0.000,-0.056,-0.056,0.077,1.27,1.29
default_gust,correction_off,5.30,1.197,2.993,0.00,0.00,0.000,0.000,-0.055,-0.055,0.076,1.29,1.28
default_gust,correction_off,5.35,1.245,3.112,0.00,0.00,0.000,0.000,-0.053,-0.053,0.073,1.31,1.29
default_gust,correction_off,5.40,1.295,3.237,0.00,0.00,0.000,0.000,-0.052,-0.052,0.072,1.33,1.30
default_gust,correction_off,5.45,1.346,3.366,0.00,0.00,0.000,0.000,-0.050,-0.050,0.069,1.34,1.31
default_gust,correction_off,5.50,1.400,3.500,0.00,0.00,0.000,0.000,-0.050,-0.048,0.068,1.35,1.33
default_gust,correction_off,5.55,1.455,3.638,0.00,0.00,0.000,0.000,-0.049,-0.046,0.065,1.36,1.35
default_gust,correction_off,5.60,1.512,3.780,0.00,0.00,0.000,0.000,-0.049,-0.045,0.064,1.36,1.37
default_gust,correction_off,5.65,1.570,3.925,0.00,0.00,0.000,0.000,-0.049,-0.042,0.061,1.35,1.39
default_gust,correction_off,5.70,1.629,4.073,0.00,0.00,0.000,0.000,-0.049,-0.041,0.060,1.34,1.41
default_gust,correction_off,5.75,1.689,4.224,0.00,0.00,0.000,0.000,-0.049,-0.038,0.058,1.33,1.43
default_gust,correction_off,5.80,1.751,4.376,0.00,0.00,0.000,0.000,-0.049,-0.037,0.056,1.32,1.45
default_gust,correction_off,5.85,1.812,4.531,0.00,0.00,0.000,0.000,-0.049,-0.034,0.054,1.30,1.48
default_gust,correction_off,5.90,1.875,4.686,0.00,0.00,0.000,0.000,-0.050,-0.032,0.052,1.29,1.50
default_gust,correction_off,5.95,1.937,4.843,0.00,0.00,0.000,0.000,-0.050,-0.029,0.049,1.27,1.52
default_gust,correction_off,6.00,2.000,5.000,0.00,0.00,0.000,0.000,0.017,0.125,0.118,2.41,3.37
default_gust,correction_off,6.05,2.063,5.157,0.00,0.00,0.000,0.000,0.017,0.125,0.118,2.41,3.37
default_gust,correction_off,6.10,2.125,5.314,0.00,0.00,0.000,0.000,0.020,0.128,0.123,2.42,3.39
default_gust,correction_off,6.15,2.188,5.469,0.00,0.00,0.000,0.000,0.021,0.130,0.125,2.43,3.40
default_gust,correction_off,6.20,2.249,5.624,0.00,0.00,0.000,0.000,0.024,0.132,0.128,2.45,3.41
default_gust,correction_off,6.25,2.311,5.776,0.00,0.00,0.000,0.000,0.026,0.133,0.129,2.46,3.41
default_gust,correction_off,6.30,2.371,5.927,0.00,0.00,0.000,0.000,0.029,0.135,0.132,2.47,3.41
default_gust,correction_off,6.35,2.430,6.075,0.00,0.00,0.000,0.000,0.030,0.136,0.134,2.49,3.41
default_gust,correction_off,6.40,2.488,6.220,0.00,0.00,0.000,0.000,0.033,0.136,0.136,2.51,3.40
default_gust,correction_off,6.45,2.545,6.362,0.00,0.00,0.000,0.000,0.035,0.137,0.137,2.52,3.39
default_gust,correction_off,6.50,2.600,6.500,0.00,0.00,0.000,0.000,0.038,0.136,0.138,2.54,3.38
default_gust,correction_off,6.55,2.654,6.634,0.00,0.00,0.000,0.000,0.040,0.136,0.138,2.56,3.36
default_gust,correction_off,6.60,2.705,6.763,0.00,0.00,0.000,0.000,0.042,0.134,0.138,2.57,3.34
default_gust,correction_off,6.65,2.755,6.888,0.00,0.00,0.000,0.000,0.043,0.133,0.138,2.59,3.32
default_gust,correction_off,6.70,2.803,7.007,0.00,0.00,0.000,0.000,0.046,0.131,0.137,2.60,3.29
default_gust,correction_off,6.75,2.849,7.121,0.00,0.00,0.000,0.000,0.047,0.129,0.137,2.61,3.25
default_gust,correction_off,6.80,2.892,7.229,0.00,0.00,0.000,0.000,0.049,0.126,0.135,2.62,3.22
default_gust,correction_off,6.85,2.933,7.331,0.00,0.00,0.000,0.000,0.049,0.125,0.134,2.63,3.18
default_gust,correction_off,6.90,2.971,7.427,0.00,0.00,0.000,0.000,0.051,0.121,0.132,2.63,3.14
default_gust,correction_off,6.95,3.006,7.516,0.00,0.00,0.000,0.000,0.052,0.119,0.131,2.63,3.10
default_gust,correction_off,7.00,3.039,7.598,0.00,0.00,0.000,0.000,0.058,0.175,0.182,3.75,4.61
default_gust,correction_off,7.05,3.069,7.673,0.00,0.00,0.000,0.000,0.058,0.175,0.182,3.75,4.61
default_gust,correction_off,7.10,3.096,7.741,0.00,0.00,0.000,0.000,0.060,0.175,0.182,3.78,4.60
default_gust,correction_off,7.15,3.120,7.801,0.00,0.00,0.000,0.000,0.062,0.175,0.184,3.80,4.59
default_gust,correction_off,7.20,3.141,7.853,0.00,0.00,0.000,0.000,0.064,0.175,0.184,3.82,4.58
default_gust,correction_off,7.25,3.159,7.898,0.00,0.00,0.000,0.000,0.067,0.173,0.185,3.84,4.57
default_gust,correction_off,7.30,3.174,7.934,0.00,0.00,0.000,0.000,0.069,0.172,0.185,3.86,4.55
default_gust,correction_off,7.35,3.185,7.963,0.00,0.00,0.000,0.000,0.072,0.170,0.185,3.88,4.53
default_gust,correction_off,7.40,3.193,7.984,0.00,0.00,0.000,0.000,0.074,0.170,0.185,3.91,4.51
default_gust,correction_off,7.45,3.198,7.996,0.00,0.00,0.000,0.000,0.077,0.168,0.185,3.93,4.49
default_gust,correction_off,7.50,3.200,8.000,0.00,0.00,0.000,0.000,0.079,0.166,0.185,3.95,4.46
default_gust,correction_off,7.55,3.198,7.996,0.00,0.00,0.000,0.000,0.083,0.163,0.185,3.98,4.44
default_gust,correction_off,7.60,3.193,7.984,0.00,0.00,0.000,0.000,0.084,0.162,0.185,4.01,4.41
default_gust,correction_off,7.65,3.185,7.963,0.00,0.00,0.000,0.000,0.087,0.158,0.184,4.03,4.38
default_gust,correction_off,7.70,3.174,7.934,0.00,0.00,0.000,0.000,0.088,0.156,0.183,4.06,4.35
default_gust,correction_off,7.75,3.159,7.898,0.00,0.00,0.000,0.000,0.091,0.152,0.182,4.08,4.32
default_gust,correction_off,7.80,3.141,7.853,0.00,0.00,0.000,0.000,0.092,0.150,0.181,4.09,4.28
default_gust,correction_off,7.85,3.120,7.801,0.00,0.00,0.000,0.000,0.095,0.146,0.180,4.11,4.25
default_gust,correction_off,7.90,3.096,7.741,0.00,0.00,0.000,0.000,0.096,0.143,0.179,4.12,4.22
default_gust,correction_off,7.95,3.069,7.673,0.00,0.00,0.000,0.000,0.098,0.139,0.177,4.13,4.19
default_gust,correction_off,8.00,3.039,7.598,0.00,0.00,0.000,0.000,0.020,0.059,0.066,3.99,4.00
default_gust,correction_off,8.05,3.006,7.516,0.00,0.00,0.000,0.000,0.020,0.059,0.066,3.99,4.00
default_gust,correction_off,8.10,2.971,7.427,0.00,0.00,0.000,0.000,0.019,0.060,0.066,3.99,4.01
default_gust,correction_off,8.15,2.933,7.331,0.00,0.00,0.000,0.000,0.017,0.061,0.065,3.99,4.02
default_gust,correction_off,8.20,2.892,7.229,0.00,0.00,0.000,0.000,0.017,0.061,0.065,3.98,4.05
default_gust,correction_off,8.25,2.849,7.121,0.00,0.00,0.000,0.000,0.015,0.062,0.064,3.97,4.06
default_gust,correction_off,8.30,2.803,7.007,0.00,0.00,0.000,0.000,0.015,0.063,0.064,3.97,4.08
default_gust,correction_off,8.35,2.755,6.888,0.00,0.00,0.000,0.000,0.014,0.063,0.064,3.96,4.10
default_gust,correction_off,8.40,2.705,6.763,0.00,0.00,0.000,0.000,0.013,0.063,0.064,3.96,4.12
default_gust,correction_off,8.45,2.654,6.634,0.00,0.00,0.000,0.000,0.013,0.063,0.064,3.96,4.13
default_gust,correction_off,8.50,2.600,6.500,0.00,0.00,0.000,0.000,0.013,0.063,0.064,3.96,4.14
